∞Ì∞¥ID,≥Ø¬•,«‡µø
C_526,2020-01-19,A4
C_526,2020-01-29,A3
C_526,2020-01-31,A1
C_526,2020-03-03,A5
C_526,2020-04-02,A7
C_526,2020-04-09,A5
C_526,2020-04-28,A4
C_526,2020-05-10,A5
C_526,2020-05-11,A2
C_527,2020-01-06,A5
C_527,2020-01-19,A2
C_527,2020-02-07,A6
C_527,2020-02-18,A1
C_527,2020-03-08,A3
C_527,2020-04-02,A2
C_527,2020-04-19,A3
C_527,2020-05-01,A4
C_527,2020-05-02,A5
C_527,2020-05-11,A4
C_527,2020-05-13,A4
C_528,2020-01-08,A3
C_528,2020-01-25,A2
C_528,2020-01-28,A2
C_528,2020-02-04,A6
C_528,2020-02-10,A5
C_528,2020-02-14,A4
C_528,2020-02-19,A4
C_528,2020-02-22,A1
C_528,2020-03-03,A1
C_528,2020-03-08,A6
C_528,2020-03-13,A2
C_528,2020-03-24,A1
C_528,2020-04-15,A7
C_528,2020-04-19,A1
C_528,2020-05-04,A6
C_528,2020-05-08,A4
C_528,2020-05-30,A1
C_528,2020-06-05,A4
C_529,2020-01-02,A2
C_529,2020-01-18,A5
C_529,2020-01-25,A2
C_529,2020-01-26,A4
C_529,2020-03-06,A3
C_529,2020-03-12,A3
C_529,2020-04-06,A4
C_529,2020-04-15,A1
C_529,2020-04-20,A5
C_529,2020-04-23,A7
C_529,2020-04-24,A2
C_529,2020-05-01,A6
C_529,2020-05-05,A1
C_529,2020-05-11,A3
C_529,2020-05-25,A6
C_529,2020-05-26,A6
C_529,2020-06-20,A5
C_530,2020-01-09,A1
C_530,2020-01-15,A3
C_530,2020-01-18,A2
C_530,2020-01-29,A3
C_530,2020-03-04,A4
C_530,2020-03-05,A4
C_530,2020-03-27,A1
C_530,2020-04-06,A7
C_530,2020-04-08,A4
C_530,2020-04-18,A3
C_530,2020-04-29,A1
C_530,2020-05-19,A3
C_530,2020-05-22,A1
C_530,2020-05-30,A6
C_530,2020-06-05,A1
C_530,2020-06-19,A6
C_531,2020-01-07,A1
C_531,2020-01-23,A3
C_531,2020-02-01,A4
C_531,2020-03-08,A4
C_531,2020-03-10,A1
C_531,2020-03-12,A1
C_531,2020-03-15,A6
C_531,2020-03-18,A4
C_531,2020-04-12,A1
C_531,2020-04-13,A2
C_531,2020-05-04,A3
C_531,2020-05-09,A1
C_531,2020-05-17,A5
C_532,2020-01-22,A3
C_532,2020-02-06,A3
C_532,2020-02-14,A6
C_532,2020-02-28,A5
C_532,2020-03-03,A2
C_532,2020-03-06,A5
C_532,2020-04-16,A4
C_532,2020-04-18,A4
C_532,2020-04-29,A3
C_532,2020-05-03,A6
C_532,2020-05-31,A7
C_533,2020-01-08,A1
C_533,2020-01-10,A7
C_533,2020-01-13,A1
C_533,2020-01-15,A2
C_533,2020-01-23,A4
C_533,2020-01-29,A1
C_533,2020-02-17,A7
C_533,2020-04-06,A3
C_533,2020-04-09,A1
C_533,2020-05-19,A6
C_533,2020-05-24,A6
C_533,2020-05-26,A2
C_533,2020-05-28,A3
C_534,2020-01-04,A4
C_534,2020-01-08,A1
C_534,2020-02-03,A5
C_534,2020-02-06,A5
C_534,2020-02-14,A2
C_534,2020-03-07,A5
C_534,2020-03-14,A3
C_534,2020-04-29,A3
C_534,2020-06-16,A2
C_534,2020-06-18,A5
C_534,2020-06-26,A4
C_535,2020-01-05,A6
C_535,2020-01-07,A5
C_535,2020-01-08,A6
C_535,2020-01-28,A2
C_535,2020-02-17,A5
C_535,2020-04-18,A2
C_535,2020-04-28,A6
C_535,2020-04-30,A2
C_535,2020-05-15,A3
C_535,2020-05-24,A4
C_535,2020-05-29,A6
C_536,2020-01-16,A4
C_536,2020-01-27,A3
C_536,2020-02-09,A2
C_536,2020-02-13,A4
C_536,2020-03-05,A4
C_536,2020-03-12,A4
C_536,2020-04-07,A1
C_536,2020-04-27,A5
C_536,2020-05-05,A5
C_536,2020-05-11,A7
C_536,2020-06-02,A5
C_536,2020-06-04,A5
C_536,2020-06-20,A2
C_537,2020-01-19,A7
C_537,2020-02-01,A6
C_537,2020-02-08,A5
C_537,2020-02-13,A4
C_537,2020-02-26,A1
C_537,2020-02-28,A4
C_537,2020-03-05,A3
C_537,2020-03-06,A7
C_537,2020-03-13,A4
C_537,2020-03-24,A1
C_537,2020-04-26,A5
C_537,2020-05-30,A3
C_537,2020-06-04,A7
C_537,2020-06-11,A2
C_537,2020-06-12,A3
C_538,2020-01-06,A7
C_538,2020-01-19,A3
C_538,2020-01-30,A3
C_538,2020-02-20,A6
C_538,2020-03-12,A1
C_538,2020-03-14,A7
C_538,2020-03-29,A5
C_538,2020-04-01,A1
C_538,2020-04-28,A7
C_538,2020-05-21,A3
C_538,2020-05-23,A7
C_538,2020-05-24,A7
C_538,2020-05-31,A3
C_538,2020-06-07,A7
C_539,2020-02-20,A5
C_539,2020-03-04,A4
C_539,2020-03-22,A1
C_539,2020-04-18,A5
C_539,2020-04-22,A7
C_539,2020-05-02,A5
C_539,2020-05-21,A1
C_539,2020-05-22,A4
C_539,2020-06-04,A3
C_539,2020-06-13,A1
C_540,2020-01-11,A6
C_540,2020-01-17,A1
C_540,2020-01-31,A6
C_540,2020-02-24,A4
C_540,2020-03-25,A1
C_540,2020-04-07,A2
C_540,2020-04-16,A3
C_540,2020-04-23,A6
C_540,2020-05-06,A2
C_540,2020-05-11,A1
C_540,2020-05-12,A5
C_541,2020-01-12,A2
C_541,2020-01-30,A3
C_541,2020-02-08,A7
C_541,2020-02-09,A7
C_541,2020-02-23,A1
C_541,2020-02-26,A2
C_541,2020-03-07,A2
C_541,2020-03-23,A6
C_541,2020-04-12,A7
C_541,2020-04-15,A7
C_541,2020-04-26,A7
C_541,2020-05-16,A1
C_542,2020-01-21,A5
C_542,2020-01-31,A4
C_542,2020-02-04,A1
C_542,2020-03-07,A2
C_542,2020-03-10,A6
C_542,2020-04-15,A4
C_542,2020-04-17,A7
C_542,2020-04-25,A5
C_542,2020-05-04,A1
C_542,2020-05-10,A4
C_542,2020-05-14,A1
C_543,2020-01-28,A5
C_543,2020-02-08,A4
C_543,2020-02-10,A3
C_543,2020-03-24,A4
C_543,2020-03-26,A1
C_543,2020-04-25,A2
C_543,2020-04-27,A5
C_543,2020-05-22,A3
C_543,2020-05-23,A1
C_543,2020-05-29,A5
C_543,2020-06-03,A7
C_544,2020-01-18,A4
C_544,2020-02-15,A3
C_544,2020-03-09,A1
C_544,2020-04-06,A1
C_544,2020-04-11,A1
C_544,2020-04-28,A1
C_544,2020-05-05,A6
C_544,2020-06-12,A7
C_544,2020-06-13,A7
C_544,2020-06-14,A4
C_544,2020-06-15,A3
C_544,2020-06-17,A2
C_544,2020-06-18,A3
C_545,2020-01-16,A1
C_545,2020-02-01,A4
C_545,2020-02-12,A2
C_545,2020-02-27,A2
C_545,2020-03-04,A5
C_545,2020-03-05,A1
C_545,2020-03-09,A1
C_545,2020-03-10,A6
C_545,2020-03-24,A1
C_545,2020-03-30,A3
C_545,2020-04-01,A6
C_545,2020-04-06,A7
C_545,2020-04-23,A6
C_545,2020-05-15,A2
C_545,2020-05-23,A1
C_545,2020-05-25,A7
C_545,2020-06-07,A1
C_546,2020-01-22,A5
C_546,2020-02-08,A4
C_546,2020-02-22,A5
C_546,2020-03-01,A6
C_546,2020-03-04,A4
C_546,2020-03-26,A4
C_546,2020-04-02,A1
C_546,2020-04-28,A1
C_546,2020-04-30,A7
C_546,2020-05-04,A2
C_546,2020-05-07,A3
C_546,2020-05-10,A3
C_546,2020-05-11,A7
C_546,2020-05-22,A2
C_546,2020-06-04,A7
C_546,2020-06-18,A1
C_547,2020-01-03,A7
C_547,2020-01-10,A6
C_547,2020-02-04,A4
C_547,2020-02-13,A4
C_547,2020-02-18,A3
C_547,2020-02-25,A2
C_547,2020-03-25,A6
C_547,2020-04-27,A2
C_547,2020-05-07,A3
C_547,2020-05-18,A1
C_547,2020-05-24,A1
C_547,2020-06-11,A6
C_547,2020-06-12,A1
C_547,2020-06-13,A3
C_547,2020-06-17,A4
C_547,2020-06-18,A7
C_548,2020-01-13,A7
C_548,2020-02-22,A1
C_548,2020-03-04,A1
C_548,2020-03-19,A1
C_548,2020-03-30,A7
C_548,2020-04-04,A2
C_548,2020-04-07,A3
C_548,2020-04-18,A7
C_548,2020-05-03,A5
C_548,2020-05-05,A6
C_548,2020-05-12,A1
C_548,2020-05-14,A2
C_548,2020-05-31,A5
C_548,2020-06-03,A4
C_548,2020-06-10,A3
C_549,2020-01-09,A5
C_549,2020-02-13,A4
C_549,2020-02-25,A3
C_549,2020-02-27,A2
C_549,2020-03-05,A5
C_549,2020-04-12,A4
C_549,2020-05-10,A7
C_549,2020-05-24,A7
C_549,2020-05-26,A3
C_549,2020-05-29,A3
C_549,2020-06-05,A3
C_550,2020-01-06,A4
C_550,2020-01-18,A1
C_550,2020-02-04,A1
C_550,2020-02-18,A1
C_550,2020-02-24,A5
C_550,2020-03-12,A6
C_550,2020-03-23,A4
C_550,2020-04-28,A4
C_550,2020-06-01,A7
C_550,2020-06-21,A2
C_551,2020-01-05,A4
C_551,2020-01-09,A5
C_551,2020-02-03,A1
C_551,2020-02-11,A6
C_551,2020-02-14,A6
C_551,2020-02-23,A1
C_551,2020-03-01,A4
C_551,2020-03-03,A1
C_551,2020-03-06,A1
C_551,2020-03-27,A6
C_551,2020-04-07,A1
C_551,2020-04-27,A2
C_551,2020-05-24,A1
C_551,2020-05-31,A4
C_551,2020-06-09,A4
C_552,2020-01-01,A4
C_552,2020-01-09,A3
C_552,2020-02-05,A2
C_552,2020-02-14,A6
C_552,2020-02-23,A2
C_552,2020-02-25,A5
C_552,2020-03-28,A4
C_552,2020-04-03,A1
C_552,2020-04-12,A4
C_552,2020-04-18,A1
C_552,2020-06-06,A6
C_552,2020-06-08,A3
C_553,2020-01-07,A2
C_553,2020-01-23,A1
C_553,2020-02-07,A1
C_553,2020-02-19,A1
C_553,2020-02-29,A1
C_553,2020-03-24,A2
C_553,2020-04-13,A6
C_553,2020-04-23,A4
C_553,2020-04-24,A1
C_553,2020-05-20,A5
C_553,2020-05-22,A5
C_553,2020-05-29,A1
C_554,2020-01-20,A6
C_554,2020-02-21,A1
C_554,2020-03-03,A1
C_554,2020-03-29,A7
C_554,2020-04-06,A1
C_554,2020-05-12,A1
C_554,2020-05-22,A6
C_554,2020-05-28,A1
C_554,2020-06-16,A2
C_554,2020-06-19,A5
C_555,2020-01-25,A7
C_555,2020-01-28,A4
C_555,2020-01-30,A4
C_555,2020-02-19,A4
C_555,2020-02-27,A3
C_555,2020-03-29,A7
C_555,2020-04-05,A7
C_555,2020-04-11,A2
C_555,2020-04-14,A2
C_555,2020-05-01,A3
C_555,2020-05-07,A1
C_555,2020-06-02,A2
C_555,2020-06-03,A3
C_555,2020-06-08,A7
C_555,2020-06-10,A3
C_556,2020-01-28,A4
C_556,2020-02-11,A1
C_556,2020-03-02,A5
C_556,2020-03-14,A4
C_556,2020-03-22,A3
C_556,2020-03-24,A7
C_556,2020-04-24,A6
C_556,2020-05-08,A4
C_556,2020-05-14,A1
C_556,2020-05-16,A1
C_556,2020-05-19,A1
C_556,2020-05-25,A7
C_557,2020-01-02,A6
C_557,2020-01-07,A2
C_557,2020-01-16,A3
C_557,2020-02-07,A1
C_557,2020-02-08,A5
C_557,2020-02-10,A5
C_557,2020-02-16,A6
C_557,2020-02-17,A2
C_557,2020-02-22,A6
C_557,2020-03-01,A2
C_557,2020-03-05,A5
C_557,2020-03-09,A1
C_557,2020-03-23,A2
C_557,2020-03-25,A5
C_557,2020-04-05,A4
C_557,2020-04-17,A1
C_557,2020-05-01,A7
C_557,2020-05-17,A3
C_558,2020-01-22,A3
C_558,2020-02-07,A2
C_558,2020-02-21,A1
C_558,2020-02-24,A1
C_558,2020-02-27,A4
C_558,2020-03-23,A3
C_558,2020-03-31,A6
C_558,2020-04-21,A2
C_558,2020-05-05,A6
C_558,2020-06-06,A2
C_558,2020-06-10,A1
C_559,2020-01-11,A6
C_559,2020-01-26,A5
C_559,2020-02-05,A2
C_559,2020-02-16,A6
C_559,2020-02-20,A6
C_559,2020-03-27,A1
C_559,2020-04-19,A3
C_559,2020-05-06,A2
C_559,2020-05-27,A6
C_560,2020-01-03,A1
C_560,2020-01-11,A1
C_560,2020-02-21,A1
C_560,2020-02-25,A7
C_560,2020-03-25,A4
C_560,2020-04-08,A3
C_560,2020-04-24,A4
C_560,2020-05-07,A4
C_560,2020-05-25,A2
C_560,2020-06-02,A1
C_561,2020-01-04,A4
C_561,2020-01-15,A5
C_561,2020-01-23,A4
C_561,2020-02-03,A3
C_561,2020-02-07,A2
C_561,2020-02-29,A6
C_561,2020-03-02,A1
C_561,2020-03-11,A5
C_561,2020-03-14,A7
C_561,2020-03-15,A1
C_561,2020-03-23,A5
C_561,2020-03-30,A6
C_561,2020-03-31,A5
C_561,2020-05-07,A6
C_561,2020-05-11,A1
C_561,2020-05-18,A3
C_561,2020-05-26,A6
C_562,2020-01-10,A3
C_562,2020-01-13,A7
C_562,2020-02-08,A6
C_562,2020-02-16,A1
C_562,2020-02-19,A6
C_562,2020-03-25,A6
C_562,2020-04-16,A4
C_562,2020-04-27,A4
C_562,2020-04-30,A4
C_562,2020-05-04,A3
C_562,2020-05-15,A3
C_562,2020-06-07,A6
C_563,2020-01-17,A7
C_563,2020-01-31,A6
C_563,2020-02-24,A4
C_563,2020-03-04,A7
C_563,2020-04-12,A4
C_563,2020-05-10,A3
C_563,2020-06-09,A6
C_563,2020-06-13,A2
C_563,2020-06-18,A1
C_564,2020-01-22,A5
C_564,2020-01-26,A5
C_564,2020-02-02,A5
C_564,2020-02-14,A4
C_564,2020-03-05,A7
C_564,2020-03-06,A4
C_564,2020-03-14,A6
C_564,2020-04-03,A5
C_564,2020-04-27,A1
C_564,2020-05-03,A1
C_564,2020-05-04,A5
C_564,2020-05-22,A6
C_564,2020-05-24,A4
C_564,2020-05-26,A7
C_564,2020-06-02,A5
C_564,2020-06-20,A6
C_565,2020-01-12,A6
C_565,2020-01-20,A3
C_565,2020-01-22,A1
C_565,2020-02-02,A1
C_565,2020-02-06,A2
C_565,2020-02-14,A4
C_565,2020-03-09,A1
C_565,2020-03-17,A1
C_565,2020-03-21,A1
C_565,2020-04-10,A7
C_565,2020-04-12,A3
C_565,2020-04-13,A6
C_565,2020-04-15,A1
C_565,2020-04-30,A1
C_565,2020-05-11,A5
C_565,2020-06-10,A1
C_565,2020-06-12,A4
C_566,2020-01-01,A4
C_566,2020-01-18,A4
C_566,2020-02-05,A1
C_566,2020-02-08,A6
C_566,2020-02-19,A2
C_566,2020-02-26,A2
C_566,2020-03-21,A5
C_566,2020-05-07,A4
C_566,2020-05-15,A1
C_566,2020-05-19,A5
C_566,2020-06-07,A2
C_566,2020-06-09,A5
C_566,2020-06-19,A5
C_566,2020-06-21,A1
C_567,2020-01-01,A2
C_567,2020-01-08,A5
C_567,2020-01-21,A1
C_567,2020-01-25,A5
C_567,2020-02-14,A7
C_567,2020-02-19,A1
C_567,2020-02-22,A5
C_567,2020-03-06,A1
C_567,2020-03-08,A7
C_567,2020-03-15,A7
C_567,2020-03-25,A4
C_567,2020-04-11,A1
C_567,2020-04-16,A5
C_567,2020-04-23,A6
C_567,2020-04-27,A7
C_567,2020-05-18,A4
C_567,2020-05-26,A7
C_567,2020-06-08,A7
C_568,2020-01-05,A6
C_568,2020-01-06,A1
C_568,2020-01-18,A7
C_568,2020-01-27,A3
C_568,2020-01-29,A7
C_568,2020-02-02,A1
C_568,2020-02-15,A6
C_568,2020-03-11,A6
C_568,2020-03-20,A1
C_568,2020-03-21,A5
C_568,2020-03-31,A2
C_568,2020-04-14,A6
C_568,2020-04-15,A2
C_568,2020-04-20,A3
C_568,2020-04-26,A2
C_568,2020-05-04,A5
C_568,2020-05-23,A7
C_568,2020-06-04,A7
C_569,2020-01-06,A7
C_569,2020-01-09,A4
C_569,2020-01-20,A5
C_569,2020-01-22,A4
C_569,2020-03-20,A1
C_569,2020-03-25,A5
C_569,2020-04-16,A6
C_569,2020-04-17,A4
C_569,2020-04-26,A4
C_569,2020-05-01,A7
C_569,2020-05-02,A2
C_569,2020-05-14,A5
C_569,2020-05-15,A4
C_569,2020-05-31,A1
C_569,2020-06-09,A5
C_569,2020-06-12,A2
C_569,2020-06-15,A6
C_569,2020-06-22,A4
C_570,2020-01-22,A1
C_570,2020-02-01,A6
C_570,2020-02-21,A2
C_570,2020-02-27,A6
C_570,2020-03-09,A5
C_570,2020-03-16,A5
C_570,2020-03-19,A4
C_570,2020-03-30,A1
C_570,2020-04-06,A6
C_570,2020-04-07,A1
C_570,2020-04-26,A1
C_570,2020-04-27,A6
C_570,2020-05-05,A6
C_570,2020-05-20,A1
C_570,2020-05-26,A7
C_570,2020-05-27,A7
C_570,2020-06-01,A7
C_570,2020-06-12,A5
C_571,2020-01-11,A5
C_571,2020-01-22,A2
C_571,2020-02-06,A3
C_571,2020-03-28,A4
C_571,2020-03-31,A4
C_571,2020-04-07,A1
C_571,2020-04-08,A6
C_571,2020-04-16,A4
C_571,2020-04-19,A1
C_571,2020-04-24,A7
C_571,2020-04-26,A7
C_571,2020-04-30,A3
C_571,2020-05-07,A7
C_571,2020-05-09,A5
C_571,2020-06-04,A7
C_571,2020-06-22,A4
C_572,2020-01-02,A1
C_572,2020-01-07,A5
C_572,2020-01-25,A5
C_572,2020-02-17,A1
C_572,2020-03-06,A7
C_572,2020-03-17,A6
C_572,2020-03-18,A7
C_572,2020-05-14,A6
C_572,2020-05-28,A1
C_572,2020-05-30,A1
C_572,2020-06-06,A3
C_572,2020-06-14,A4
C_572,2020-06-20,A3
C_573,2020-01-10,A2
C_573,2020-02-01,A3
C_573,2020-02-26,A7
C_573,2020-03-12,A4
C_573,2020-04-16,A3
C_573,2020-04-28,A4
C_573,2020-05-08,A7
C_573,2020-05-27,A2
C_573,2020-05-31,A7
C_574,2020-01-04,A7
C_574,2020-01-07,A6
C_574,2020-02-14,A6
C_574,2020-04-06,A1
C_574,2020-05-02,A1
C_574,2020-05-03,A4
C_574,2020-05-15,A4
C_574,2020-05-20,A1
C_574,2020-05-21,A5
C_574,2020-06-18,A4
C_574,2020-06-23,A4
C_575,2020-01-01,A2
C_575,2020-01-02,A1
C_575,2020-01-08,A1
C_575,2020-01-09,A3
C_575,2020-01-14,A6
C_575,2020-01-20,A2
C_575,2020-01-31,A5
C_575,2020-02-08,A6
C_575,2020-03-09,A6
C_575,2020-03-17,A7
C_575,2020-03-21,A6
C_575,2020-03-27,A2
C_575,2020-04-04,A6
C_575,2020-04-07,A2
C_575,2020-04-10,A6
C_575,2020-04-12,A4
C_575,2020-04-17,A5
C_575,2020-05-30,A7
C_576,2020-01-04,A1
C_576,2020-01-31,A1
C_576,2020-02-09,A5
C_576,2020-02-10,A7
C_576,2020-02-12,A6
C_576,2020-02-16,A4
C_576,2020-02-24,A1
C_576,2020-03-03,A1
C_576,2020-04-05,A7
C_576,2020-04-14,A2
C_576,2020-04-17,A1
C_576,2020-04-18,A4
C_576,2020-05-09,A4
C_576,2020-05-12,A1
C_576,2020-05-19,A3
C_576,2020-06-12,A2
C_577,2020-01-16,A7
C_577,2020-02-01,A3
C_577,2020-02-17,A7
C_577,2020-03-09,A3
C_577,2020-03-12,A5
C_577,2020-03-22,A1
C_577,2020-04-02,A4
C_577,2020-04-21,A7
C_577,2020-04-22,A3
C_577,2020-04-27,A6
C_577,2020-04-30,A3
C_577,2020-05-20,A3
C_577,2020-05-26,A7
C_577,2020-06-15,A3
C_578,2020-01-05,A1
C_578,2020-01-12,A1
C_578,2020-01-26,A2
C_578,2020-01-30,A5
C_578,2020-03-05,A1
C_578,2020-03-07,A3
C_578,2020-03-11,A4
C_578,2020-03-16,A1
C_578,2020-03-24,A7
C_578,2020-04-10,A3
C_578,2020-04-26,A4
C_578,2020-05-07,A3
C_578,2020-05-08,A3
C_578,2020-05-10,A2
C_578,2020-05-30,A3
C_579,2020-01-21,A2
C_579,2020-01-24,A1
C_579,2020-02-26,A4
C_579,2020-03-09,A2
C_579,2020-03-26,A3
C_579,2020-03-28,A3
C_579,2020-04-01,A1
C_579,2020-05-02,A5
C_579,2020-05-06,A2
C_579,2020-05-16,A2
C_579,2020-06-15,A3
C_580,2020-01-20,A6
C_580,2020-01-30,A5
C_580,2020-02-04,A4
C_580,2020-03-08,A3
C_580,2020-04-06,A6
C_580,2020-04-08,A1
C_580,2020-05-17,A1
C_580,2020-05-25,A6
C_580,2020-06-05,A7
C_581,2020-02-11,A4
C_581,2020-02-18,A3
C_581,2020-03-04,A6
C_581,2020-03-13,A4
C_581,2020-04-30,A6
C_581,2020-05-13,A2
C_581,2020-05-14,A7
C_581,2020-05-30,A4
C_581,2020-06-01,A2
C_581,2020-06-05,A6
C_581,2020-06-17,A4
C_581,2020-06-18,A1
C_582,2020-01-01,A7
C_582,2020-02-13,A5
C_582,2020-03-02,A5
C_582,2020-03-18,A5
C_582,2020-04-04,A6
C_582,2020-04-06,A4
C_582,2020-04-22,A6
C_582,2020-04-24,A7
C_582,2020-05-09,A6
C_582,2020-05-15,A7
C_582,2020-05-24,A7
C_582,2020-06-06,A4
C_582,2020-06-15,A3
C_582,2020-06-21,A4
C_583,2020-01-11,A6
C_583,2020-01-30,A5
C_583,2020-02-19,A2
C_583,2020-02-27,A1
C_583,2020-03-03,A7
C_583,2020-03-17,A3
C_583,2020-03-27,A2
C_583,2020-04-27,A6
C_583,2020-04-28,A1
C_583,2020-05-01,A4
C_583,2020-05-12,A3
C_583,2020-05-22,A4
C_583,2020-05-26,A7
C_583,2020-06-03,A3
C_583,2020-06-06,A4
C_583,2020-06-10,A1
C_583,2020-06-18,A1
C_584,2020-01-01,A6
C_584,2020-01-03,A6
C_584,2020-01-09,A1
C_584,2020-01-18,A6
C_584,2020-02-06,A7
C_584,2020-02-08,A6
C_584,2020-02-20,A1
C_584,2020-03-08,A3
C_584,2020-06-17,A4
C_585,2020-01-11,A2
C_585,2020-01-12,A3
C_585,2020-02-03,A7
C_585,2020-02-09,A7
C_585,2020-02-19,A6
C_585,2020-03-11,A4
C_585,2020-04-20,A4
C_585,2020-04-22,A3
C_585,2020-04-29,A7
C_585,2020-05-22,A6
C_585,2020-06-13,A1
C_585,2020-06-17,A6
C_585,2020-06-21,A1
C_586,2020-01-01,A2
C_586,2020-01-23,A1
C_586,2020-01-25,A5
C_586,2020-02-01,A5
C_586,2020-02-05,A4
C_586,2020-03-01,A5
C_586,2020-03-20,A6
C_586,2020-03-26,A1
C_586,2020-04-09,A3
C_586,2020-05-11,A7
C_586,2020-05-27,A2
C_586,2020-05-29,A3
C_587,2020-01-06,A6
C_587,2020-01-19,A5
C_587,2020-02-06,A3
C_587,2020-03-02,A6
C_587,2020-03-08,A5
C_587,2020-03-31,A1
C_587,2020-04-07,A4
C_587,2020-05-04,A1
C_587,2020-05-09,A6
C_587,2020-05-13,A4
C_587,2020-05-23,A4
C_587,2020-05-25,A3
C_587,2020-06-09,A3
C_587,2020-06-19,A2
C_587,2020-06-27,A1
C_588,2020-01-08,A7
C_588,2020-01-17,A6
C_588,2020-01-22,A7
C_588,2020-02-08,A3
C_588,2020-02-19,A6
C_588,2020-02-29,A5
C_588,2020-03-12,A2
C_588,2020-03-13,A5
C_588,2020-03-17,A1
C_588,2020-04-07,A3
C_588,2020-04-18,A7
C_588,2020-05-13,A5
C_588,2020-05-15,A7
C_588,2020-05-20,A1
C_588,2020-06-14,A6
C_588,2020-06-27,A3
C_589,2020-01-25,A4
C_589,2020-01-31,A4
C_589,2020-03-01,A1
C_589,2020-03-04,A6
C_589,2020-03-13,A4
C_589,2020-03-19,A5
C_589,2020-03-24,A5
C_589,2020-03-29,A7
C_589,2020-03-30,A4
C_589,2020-04-05,A6
C_589,2020-04-22,A5
C_589,2020-04-24,A7
C_589,2020-04-28,A1
C_589,2020-05-10,A5
C_589,2020-05-24,A1
C_589,2020-05-31,A7
C_589,2020-06-03,A1
C_590,2020-01-07,A7
C_590,2020-01-25,A6
C_590,2020-01-28,A6
C_590,2020-01-30,A1
C_590,2020-02-08,A7
C_590,2020-02-14,A2
C_590,2020-02-27,A5
C_590,2020-03-14,A6
C_590,2020-03-17,A4
C_590,2020-04-04,A4
C_590,2020-04-09,A1
C_590,2020-04-12,A7
C_590,2020-04-19,A7
C_591,2020-01-04,A6
C_591,2020-01-26,A1
C_591,2020-01-27,A2
C_591,2020-02-19,A3
C_591,2020-03-14,A7
C_591,2020-03-17,A5
C_591,2020-03-18,A1
C_591,2020-03-29,A1
C_591,2020-04-01,A6
C_591,2020-05-11,A2
C_591,2020-05-12,A6
C_591,2020-05-26,A1
C_591,2020-05-30,A4
C_591,2020-06-14,A1
C_591,2020-06-24,A1
C_592,2020-02-12,A7
C_592,2020-02-24,A7
C_592,2020-02-25,A7
C_592,2020-03-05,A6
C_592,2020-03-07,A5
C_592,2020-03-11,A6
C_592,2020-03-26,A6
C_592,2020-04-13,A7
C_592,2020-04-17,A1
C_592,2020-04-23,A3
C_592,2020-04-27,A7
C_592,2020-04-29,A6
C_592,2020-05-10,A7
C_592,2020-05-11,A4
C_592,2020-05-17,A1
C_592,2020-06-01,A1
C_592,2020-06-03,A5
C_593,2020-01-12,A3
C_593,2020-01-13,A6
C_593,2020-01-17,A4
C_593,2020-04-02,A3
C_593,2020-04-17,A7
C_593,2020-05-01,A3
C_593,2020-05-04,A5
C_593,2020-06-03,A2
C_593,2020-06-04,A2
C_593,2020-06-18,A6
C_593,2020-06-22,A5
C_594,2020-01-29,A4
C_594,2020-02-29,A3
C_594,2020-03-10,A3
C_594,2020-03-19,A7
C_594,2020-03-29,A4
C_594,2020-04-20,A2
C_594,2020-04-23,A3
C_594,2020-05-13,A3
C_594,2020-06-14,A1
C_594,2020-06-23,A5
C_595,2020-02-06,A4
C_595,2020-02-20,A1
C_595,2020-02-23,A4
C_595,2020-02-29,A6
C_595,2020-03-08,A5
C_595,2020-03-29,A5
C_595,2020-04-21,A5
C_595,2020-04-27,A2
C_595,2020-05-07,A6
C_595,2020-05-18,A6
C_595,2020-05-26,A6
C_595,2020-05-31,A6
C_595,2020-06-07,A1
C_596,2020-01-11,A3
C_596,2020-01-13,A2
C_596,2020-02-02,A1
C_596,2020-03-01,A1
C_596,2020-03-07,A1
C_596,2020-03-29,A2
C_596,2020-04-07,A4
C_596,2020-04-18,A3
C_596,2020-05-03,A7
C_597,2020-01-06,A7
C_597,2020-01-25,A6
C_597,2020-02-14,A7
C_597,2020-03-22,A6
C_597,2020-04-11,A6
C_597,2020-04-17,A2
C_597,2020-04-26,A6
C_597,2020-06-18,A6
C_597,2020-06-23,A1
C_598,2020-01-13,A4
C_598,2020-01-20,A5
C_598,2020-01-21,A2
C_598,2020-01-27,A1
C_598,2020-02-24,A4
C_598,2020-04-03,A1
C_598,2020-04-09,A7
C_598,2020-04-14,A4
C_598,2020-04-20,A1
C_598,2020-05-06,A4
C_598,2020-05-09,A3
C_598,2020-05-11,A7
C_598,2020-05-13,A6
C_598,2020-05-14,A1
C_598,2020-05-20,A6
C_598,2020-06-16,A7
C_599,2020-01-14,A4
C_599,2020-02-15,A5
C_599,2020-02-19,A5
C_599,2020-03-01,A7
C_599,2020-03-11,A2
C_599,2020-03-24,A5
C_599,2020-04-05,A3
C_599,2020-04-10,A7
C_599,2020-04-27,A4
C_599,2020-05-07,A1
C_599,2020-05-24,A7
C_599,2020-05-27,A4
C_599,2020-05-28,A1
C_599,2020-05-30,A6
C_599,2020-06-04,A7
C_599,2020-06-06,A4
C_600,2020-01-30,A7
C_600,2020-02-03,A2
C_600,2020-02-10,A3
C_600,2020-02-16,A3
C_600,2020-03-22,A2
C_600,2020-03-26,A5
